"Results from the British Library's Shine interface, (webarchive.org.uk/shine), on 02/08/2022."
"Search Summary: Search Term(s): ""Olympic legacy"", Crawl Year: (Include) ""2013"", Domain: (Include) ""guardian.co.uk"""
Title, Host, Public Suffix, Crawl Year, Content Type, Content Language, Crawl Date, URL, Wayback Date, URL
"Paralympics 2012 | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-11 16:29:35","http://web.archive.org/web/20130111162935/http://www.guardian.co.uk/sport/paralympics-2012","20130111162935","http://www.guardian.co.uk/sport/paralympics-2012" 
"Science: Climate change | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 16:46:49","http://web.archive.org/web/20130111164649/http://www.guardian.co.uk/science/scienceofclimatechange/rss","20130111164649","http://www.guardian.co.uk/science/scienceofclimatechange/rss" 
"Society: Obesity | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 17:22:37","http://web.archive.org/web/20130111172237/http://www.guardian.co.uk/society/obesity/rss","20130111172237","http://www.guardian.co.uk/society/obesity/rss" 
"Television & radio: The Only Way is Essex | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 19:01:26","http://web.archive.org/web/20130111190126/http://www.guardian.co.uk/tv-and-radio/the-only-way-is-essex/rss","20130111190126","http://www.guardian.co.uk/tv-and-radio/the-only-way-is-essex/rss" 
"Society: Alcohol | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 20:05:50","http://web.archive.org/web/20130111200550/http://www.guardian.co.uk/society/alcohol/rss","20130111200550","http://www.guardian.co.uk/society/alcohol/rss" 
"Science: Brain flapping + Health | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 20:10:54","http://web.archive.org/web/20130111201054/http://www.guardian.co.uk/science/brain-flapping+society/health/rss","20130111201054","http://www.guardian.co.uk/science/brain-flapping+society/health/rss" 
"World news: Judaism | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 23:39:40","http://web.archive.org/web/20130111233940/http://www.guardian.co.uk/world/judaism/rss","20130111233940","http://www.guardian.co.uk/world/judaism/rss" 
"Education: Birkbeck, University of London | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-11 23:50:54","http://web.archive.org/web/20130111235054/http://www.guardian.co.uk/education/birkbeckuniversityoflondon/rss","20130111235054","http://www.guardian.co.uk/education/birkbeckuniversityoflondon/rss" 
"Why Tom Daley's Splash! can't bellyflop | Television & radio | guardian.co.uk","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 00:44:51","http://web.archive.org/web/20130112004451/http://www.guardian.co.uk/tv-and-radio/tvandradioblog/2013/jan/04/tom-daley-splash-bellyflop","20130112004451","http://www.guardian.co.uk/tv-and-radio/tvandradioblog/2013/jan/04/tom-daley-splash-bellyflop" 
"Television & radio: Reality TV | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:45:12","http://web.archive.org/web/20130112004512/http://www.guardian.co.uk/tv-and-radio/reality-tv/rss","20130112004512","http://www.guardian.co.uk/tv-and-radio/reality-tv/rss" 
"Television & radio: Splash! | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:45:21","http://web.archive.org/web/20130112004521/http://www.guardian.co.uk/tv-and-radio/splash/rss","20130112004521","http://www.guardian.co.uk/tv-and-radio/splash/rss" 
"Sport: Tom Daley | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:45:26","http://web.archive.org/web/20130112004526/http://www.guardian.co.uk/sport/tomdaley/rss","20130112004526","http://www.guardian.co.uk/sport/tomdaley/rss" 
"Sport: Diving | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:45:36","http://web.archive.org/web/20130112004536/http://www.guardian.co.uk/sport/diving/rss","20130112004536","http://www.guardian.co.uk/sport/diving/rss" 
"Television & radio: Entertainment | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:45:42","http://web.archive.org/web/20130112004542/http://www.guardian.co.uk/tv-and-radio/entertainment/rss","20130112004542","http://www.guardian.co.uk/tv-and-radio/entertainment/rss" 
"Global: Stuart Heritage | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 00:55:26","http://web.archive.org/web/20130112005526/http://www.guardian.co.uk/profile/stuart-heritage/rss","20130112005526","http://www.guardian.co.uk/profile/stuart-heritage/rss" 
"Latest news and features on disability issues and disability services | Society | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 03:42:13","http://web.archive.org/web/20130112034213/http://www.guardian.co.uk/society/disability","20130112034213","http://www.guardian.co.uk/society/disability" 
"Art and design: Zaha Hadid | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 04:19:51","http://web.archive.org/web/20130112041951/http://www.guardian.co.uk/artanddesign/zaha-hadid/rss","20130112041951","http://www.guardian.co.uk/artanddesign/zaha-hadid/rss" 
"Sport: Olympic Games 2012 | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 06:37:54","http://web.archive.org/web/20130112063754/http://www.guardian.co.uk/sport/olympics-2012/rss","20130112063754","http://www.guardian.co.uk/sport/olympics-2012/rss" 
"UK news: Rail transport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 11:13:14","http://web.archive.org/web/20130112111314/http://www.guardian.co.uk/uk/rail-transport/rss","20130112111314","http://www.guardian.co.uk/uk/rail-transport/rss" 
"Sport: Olympic Games 2012 | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 12:18:56","http://web.archive.org/web/20130112121856/http://www.guardian.co.uk/sport/olympics-2012/rss","20130112121856","http://www.guardian.co.uk/sport/olympics-2012/rss" 
"Television & radio: Reality TV | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 14:01:28","http://web.archive.org/web/20130112140128/http://www.guardian.co.uk/tv-and-radio/reality-tv/rss","20130112140128","http://www.guardian.co.uk/tv-and-radio/reality-tv/rss" 
"Primary schools | Education | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 14:45:41","http://web.archive.org/web/20130112144541/http://www.guardian.co.uk/education/primary-schools","20130112144541","http://www.guardian.co.uk/education/primary-schools" 
"Education + Video | Education | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 14:55:13","http://web.archive.org/web/20130112145513/http://www.guardian.co.uk/education/education+content/video","20130112145513","http://www.guardian.co.uk/education/education+content/video" 
"Olympics & the media | Media | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 15:34:36","http://web.archive.org/web/20130112153436/http://www.guardian.co.uk/media/olympicsandthemedia","20130112153436","http://www.guardian.co.uk/media/olympicsandthemedia" 
"Culture professionals network: Arts education | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 16:15:24","http://web.archive.org/web/20130112161524/http://www.guardian.co.uk/culture-professionals-network/arts-education/rss","20130112161524","http://www.guardian.co.uk/culture-professionals-network/arts-education/rss" 
"Life and style: Celebrity | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 17:15:18","http://web.archive.org/web/20130112171518/http://www.guardian.co.uk/lifeandstyle/celebrity/rss","20130112171518","http://www.guardian.co.uk/lifeandstyle/celebrity/rss" 
"Comment is free: Comment is free + Islam | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 17:16:43","http://web.archive.org/web/20130112171643/http://www.guardian.co.uk/commentisfree/commentisfree+world/islam/rss","20130112171643","http://www.guardian.co.uk/commentisfree/commentisfree+world/islam/rss" 
"Film: Danny Boyle | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 17:32:45","http://web.archive.org/web/20130112173245/http://www.guardian.co.uk/film/danny-boyle/rss","20130112173245","http://www.guardian.co.uk/film/danny-boyle/rss" 
"Harry Venning's Clare in the Community cartoon | Society | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 19:23:59","http://web.archive.org/web/20130112192359/http://www.guardian.co.uk/society/series/clareinthecommunity","20130112192359","http://www.guardian.co.uk/society/series/clareinthecommunity" 
"Society: Social enterprises | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-12 19:36:12","http://web.archive.org/web/20130112193612/http://www.guardian.co.uk/society/socialenterprises/rss","20130112193612","http://www.guardian.co.uk/society/socialenterprises/rss" 
"Climate change | Science | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 20:12:35","http://web.archive.org/web/20130112201235/http://www.guardian.co.uk/science/scienceofclimatechange","20130112201235","http://www.guardian.co.uk/science/scienceofclimatechange" 
"Newton Channel | Science | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 20:14:16","http://web.archive.org/web/20130112201416/http://www.guardian.co.uk/science/series/the-newton-channel-science-videos","20130112201416","http://www.guardian.co.uk/science/series/the-newton-channel-science-videos" 
"The science of sound and the power of rock - video | Science | guardian.co.uk","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 20:22:01","http://web.archive.org/web/20130112202201/http://www.guardian.co.uk/science/video/2013/jan/11/science-sound-power-rock-video","20130112202201","http://www.guardian.co.uk/science/video/2013/jan/11/science-sound-power-rock-video" 
"Paralympics 2012 | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-12 22:40:25","http://web.archive.org/web/20130112224025/http://www.guardian.co.uk/sport/paralympics-2012","20130112224025","http://www.guardian.co.uk/sport/paralympics-2012" 
"Comment is free: Loose canon | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 00:36:24","http://web.archive.org/web/20130113003624/http://www.guardian.co.uk/commentisfree/series/loose-canon/rss","20130113003624","http://www.guardian.co.uk/commentisfree/series/loose-canon/rss" 
"Education: School meals | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 03:00:22","http://web.archive.org/web/20130113030022/http://www.guardian.co.uk/education/schoolmeals/rss","20130113030022","http://www.guardian.co.uk/education/schoolmeals/rss" 
"Film: Julien Temple | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 03:42:14","http://web.archive.org/web/20130113034214/http://www.guardian.co.uk/film/julien-temple/rss","20130113034214","http://www.guardian.co.uk/film/julien-temple/rss" 
"Comment is free: Loose canon + Christianity | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 04:11:06","http://web.archive.org/web/20130113041106/http://www.guardian.co.uk/commentisfree/series/loose-canon+world/christianity/rss","20130113041106","http://www.guardian.co.uk/commentisfree/series/loose-canon+world/christianity/rss" 
"World news: Judaism | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 04:32:55","http://web.archive.org/web/20130113043255/http://www.guardian.co.uk/world/judaism/rss","20130113043255","http://www.guardian.co.uk/world/judaism/rss" 
"Comment is free interviews | Comment is free | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-13 04:46:11","http://web.archive.org/web/20130113044611/http://www.guardian.co.uk/commentisfree/series/people-and-power-hay","20130113044611","http://www.guardian.co.uk/commentisfree/series/people-and-power-hay" 
"Culture: Sam Mendes | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 07:07:53","http://web.archive.org/web/20130113070753/http://www.guardian.co.uk/culture/sam-mendes/rss","20130113070753","http://www.guardian.co.uk/culture/sam-mendes/rss" 
"Art and design: Zaha Hadid | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 07:29:57","http://web.archive.org/web/20130113072957/http://www.guardian.co.uk/artanddesign/zaha-hadid/rss","20130113072957","http://www.guardian.co.uk/artanddesign/zaha-hadid/rss" 
"School meals | Education | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-13 07:37:42","http://web.archive.org/web/20130113073742/http://www.guardian.co.uk/education/schoolmeals","20130113073742","http://www.guardian.co.uk/education/schoolmeals" 
"UK news: Rail transport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 12:52:17","http://web.archive.org/web/20130113125217/http://www.guardian.co.uk/uk/rail-transport/rss","20130113125217","http://www.guardian.co.uk/uk/rail-transport/rss" 
"Education: School meals | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 13:42:42","http://web.archive.org/web/20130113134242/http://www.guardian.co.uk/education/schoolmeals/rss","20130113134242","http://www.guardian.co.uk/education/schoolmeals/rss" 
"Sport: Serena Williams | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 14:20:07","http://web.archive.org/web/20130113142007/http://www.guardian.co.uk/sport/serena-williams/rss","20130113142007","http://www.guardian.co.uk/sport/serena-williams/rss" 
"World news: Judaism | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 15:33:47","http://web.archive.org/web/20130113153347/http://www.guardian.co.uk/world/judaism/rss","20130113153347","http://www.guardian.co.uk/world/judaism/rss" 
"Comment is free interviews | Comment is free | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-13 15:39:01","http://web.archive.org/web/20130113153901/http://www.guardian.co.uk/commentisfree/series/people-and-power-hay","20130113153901","http://www.guardian.co.uk/commentisfree/series/people-and-power-hay" 
"Sport: Olympic Games 2012 | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 17:07:36","http://web.archive.org/web/20130113170736/http://www.guardian.co.uk/sport/olympics-2012/rss","20130113170736","http://www.guardian.co.uk/sport/olympics-2012/rss" 
"Paralympics 2012 | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-13 17:16:00","http://web.archive.org/web/20130113171600/http://www.guardian.co.uk/sport/paralympics-2012","20130113171600","http://www.guardian.co.uk/sport/paralympics-2012" 
"Television & radio: Entertainment | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 18:08:03","http://web.archive.org/web/20130113180803/http://www.guardian.co.uk/tv-and-radio/entertainment/rss","20130113180803","http://www.guardian.co.uk/tv-and-radio/entertainment/rss" 
"UK news: Rail transport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 18:14:20","http://web.archive.org/web/20130113181420/http://www.guardian.co.uk/uk/rail-transport/rss","20130113181420","http://www.guardian.co.uk/uk/rail-transport/rss" 
"All news keywords | News | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-13 19:24:54","http://web.archive.org/web/20130113192454/http://www.guardian.co.uk/news/list/allnewskeywords","20130113192454","http://www.guardian.co.uk/news/list/allnewskeywords" 
"Teacher Network | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-13 23:39:50","http://web.archive.org/web/20130113233950/http://www.guardian.co.uk/teacher-network/rss","20130113233950","http://www.guardian.co.uk/teacher-network/rss" 
"The New Review Q&A + Design | From the Observer | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 00:09:07","http://web.archive.org/web/20130114000907/http://www.guardian.co.uk/theobserver/series/the-new-review-q-and-a+artanddesign/design","20130114000907","http://www.guardian.co.uk/theobserver/series/the-new-review-q-and-a+artanddesign/design" 
"Andy Murray | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 00:47:29","http://web.archive.org/web/20130114004729/http://www.guardian.co.uk/sport/andymurray","20130114004729","http://www.guardian.co.uk/sport/andymurray" 
"Film: Danny Boyle | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 01:44:29","http://web.archive.org/web/20130114014429/http://www.guardian.co.uk/film/danny-boyle/rss","20130114014429","http://www.guardian.co.uk/film/danny-boyle/rss" 
"Olympics & the media | Media | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 02:10:56","http://web.archive.org/web/20130114021056/http://www.guardian.co.uk/media/olympicsandthemedia","20130114021056","http://www.guardian.co.uk/media/olympicsandthemedia" 
"Media: Olympics & the media | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 02:11:05","http://web.archive.org/web/20130114021105/http://www.guardian.co.uk/media/olympicsandthemedia/rss","20130114021105","http://www.guardian.co.uk/media/olympicsandthemedia/rss" 
"UK news: 150 years of the underground | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 02:26:32","http://web.archive.org/web/20130114022632/http://www.guardian.co.uk/uk/series/150-years-of-the-underground/rss","20130114022632","http://www.guardian.co.uk/uk/series/150-years-of-the-underground/rss" 
"Primary schools | Education | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 03:19:30","http://web.archive.org/web/20130114031930/http://www.guardian.co.uk/education/primary-schools","20130114031930","http://www.guardian.co.uk/education/primary-schools" 
"Housing Network | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 04:21:47","http://web.archive.org/web/20130114042147/http://www.guardian.co.uk/housing-network/rss","20130114042147","http://www.guardian.co.uk/housing-network/rss" 
"Newton Channel | Science | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 04:45:29","http://web.archive.org/web/20130114044529/http://www.guardian.co.uk/science/series/the-newton-channel-science-videos","20130114044529","http://www.guardian.co.uk/science/series/the-newton-channel-science-videos" 
"Travel: Rail travel | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 06:02:42","http://web.archive.org/web/20130114060242/http://www.guardian.co.uk/travel/railtravel/rss","20130114060242","http://www.guardian.co.uk/travel/railtravel/rss" 
"Swimming | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 09:28:57","http://web.archive.org/web/20130114092857/http://www.guardian.co.uk/sport/swimming","20130114092857","http://www.guardian.co.uk/sport/swimming" 
"Art and design: Zaha Hadid | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 09:30:02","http://web.archive.org/web/20130114093002/http://www.guardian.co.uk/artanddesign/zaha-hadid/rss","20130114093002","http://www.guardian.co.uk/artanddesign/zaha-hadid/rss" 
"Television & radio: Reality TV | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 10:00:34","http://web.archive.org/web/20130114100034/http://www.guardian.co.uk/tv-and-radio/reality-tv/rss","20130114100034","http://www.guardian.co.uk/tv-and-radio/reality-tv/rss" 
"Sport + Letters | Sport | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 10:10:29","http://web.archive.org/web/20130114101029/http://www.guardian.co.uk/sport/sport+tone/letters","20130114101029","http://www.guardian.co.uk/sport/sport+tone/letters" 
"Television & radio: Reality TV | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 19:14:13","http://web.archive.org/web/20130114191413/http://www.guardian.co.uk/tv-and-radio/reality-tv/rss","20130114191413","http://www.guardian.co.uk/tv-and-radio/reality-tv/rss" 
"Life and style: Celebrity | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 19:19:31","http://web.archive.org/web/20130114191931/http://www.guardian.co.uk/lifeandstyle/celebrity/rss","20130114191931","http://www.guardian.co.uk/lifeandstyle/celebrity/rss" 
"Television & radio: Splash! | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 19:20:38","http://web.archive.org/web/20130114192038/http://www.guardian.co.uk/tv-and-radio/splash/rss","20130114192038","http://www.guardian.co.uk/tv-and-radio/splash/rss" 
"Sport: Serena Williams | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 20:43:45","http://web.archive.org/web/20130114204345/http://www.guardian.co.uk/sport/serena-williams/rss","20130114204345","http://www.guardian.co.uk/sport/serena-williams/rss" 
"Society: Social housing | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 20:47:56","http://web.archive.org/web/20130114204756/http://www.guardian.co.uk/society/social-housing/rss","20130114204756","http://www.guardian.co.uk/society/social-housing/rss" 
"Film: Danny Boyle | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 21:33:38","http://web.archive.org/web/20130114213338/http://www.guardian.co.uk/film/danny-boyle/rss","20130114213338","http://www.guardian.co.uk/film/danny-boyle/rss" 
"Education + Video | Education | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 21:39:22","http://web.archive.org/web/20130114213922/http://www.guardian.co.uk/education/education+content/video","20130114213922","http://www.guardian.co.uk/education/education+content/video" 
"UK news: 150 years of the underground | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 21:54:39","http://web.archive.org/web/20130114215439/http://www.guardian.co.uk/uk/series/150-years-of-the-underground/rss","20130114215439","http://www.guardian.co.uk/uk/series/150-years-of-the-underground/rss" 
"London 2012 Olympics: day 15 – as it happened | Sport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 22:22:52","http://web.archive.org/web/20130114222252/http://www.guardian.co.uk/sport/blog/2012/aug/11/london-2012-olympics-day-15?newsfeed=true","20130114222252","http://www.guardian.co.uk/sport/blog/2012/aug/11/london-2012-olympics-day-15?newsfeed=true" 
"Olympics & the media | Media | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 22:50:19","http://web.archive.org/web/20130114225019/http://www.guardian.co.uk/media/olympicsandthemedia","20130114225019","http://www.guardian.co.uk/media/olympicsandthemedia" 
"Media: Olympics & the media | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 22:50:33","http://web.archive.org/web/20130114225033/http://www.guardian.co.uk/media/olympicsandthemedia/rss","20130114225033","http://www.guardian.co.uk/media/olympicsandthemedia/rss" 
"The London underground at 150 - a birthday journey | UK news | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 22:54:08","http://web.archive.org/web/20130114225408/http://www.guardian.co.uk/uk/2013/jan/09/london-underground-150-years-birthday","20130114225408","http://www.guardian.co.uk/uk/2013/jan/09/london-underground-150-years-birthday" 
"Sport: Olympic Games 2012 | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:10:20","http://web.archive.org/web/20130114231020/http://www.guardian.co.uk/sport/olympics-2012/rss","20130114231020","http://www.guardian.co.uk/sport/olympics-2012/rss" 
"Housing Network | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:13:44","http://web.archive.org/web/20130114231344/http://www.guardian.co.uk/housing-network/rss","20130114231344","http://www.guardian.co.uk/housing-network/rss" 
"Life and style: Celebrity | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:16:52","http://web.archive.org/web/20130114231652/http://www.guardian.co.uk/lifeandstyle/celebrity/rss","20130114231652","http://www.guardian.co.uk/lifeandstyle/celebrity/rss" 
"Science: Climate change | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:25:36","http://web.archive.org/web/20130114232536/http://www.guardian.co.uk/science/scienceofclimatechange/rss","20130114232536","http://www.guardian.co.uk/science/scienceofclimatechange/rss" 
"Science: Climate change | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:29:12","http://web.archive.org/web/20130114232912/http://www.guardian.co.uk/science/scienceofclimatechange/rss","20130114232912","http://www.guardian.co.uk/science/scienceofclimatechange/rss" 
"Science: Newton Channel | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-14 23:46:33","http://web.archive.org/web/20130114234633/http://www.guardian.co.uk/science/series/the-newton-channel-science-videos/rss","20130114234633","http://www.guardian.co.uk/science/series/the-newton-channel-science-videos/rss" 
"Climate change | Science | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-14 23:49:08","http://web.archive.org/web/20130114234908/http://www.guardian.co.uk/science/scienceofclimatechange","20130114234908","http://www.guardian.co.uk/science/scienceofclimatechange" 
"Society: Social housing | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 00:32:20","http://web.archive.org/web/20130115003220/http://www.guardian.co.uk/society/social-housing/rss","20130115003220","http://www.guardian.co.uk/society/social-housing/rss" 
"Culture: Sam Mendes | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 03:22:05","http://web.archive.org/web/20130115032205/http://www.guardian.co.uk/culture/sam-mendes/rss","20130115032205","http://www.guardian.co.uk/culture/sam-mendes/rss" 
"Guardian Small Business Network: Winning new business | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 04:51:00","http://web.archive.org/web/20130115045100/http://www.guardian.co.uk/small-business-network/winning-new-business/rss","20130115045100","http://www.guardian.co.uk/small-business-network/winning-new-business/rss" 
"Fitness news, comment and advice | Life and style | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-15 05:18:55","http://web.archive.org/web/20130115051855/http://www.guardian.co.uk/lifeandstyle/fitness","20130115051855","http://www.guardian.co.uk/lifeandstyle/fitness" 
"Comment is free: Loose canon | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 06:02:26","http://web.archive.org/web/20130115060226/http://www.guardian.co.uk/commentisfree/series/loose-canon/rss","20130115060226","http://www.guardian.co.uk/commentisfree/series/loose-canon/rss" 
"World news: Judaism | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 06:38:05","http://web.archive.org/web/20130115063805/http://www.guardian.co.uk/world/judaism/rss","20130115063805","http://www.guardian.co.uk/world/judaism/rss" 
"In mosques and pubs, people are more worried by the cuts than ethnic tension | Giles Fraser | Comment is free | The Guardian","www.guardian.co.uk","co.uk","2013","html","en","2013-01-15 07:06:05","http://web.archive.org/web/20130115070605/http://www.guardian.co.uk/commentisfree/belief/2012/nov/30/mosque-pub-welfare-reform-ethnic-tension","20130115070605","http://www.guardian.co.uk/commentisfree/belief/2012/nov/30/mosque-pub-welfare-reform-ethnic-tension" 
"Heart transplant: a teenager's story – video | Newton Channel | Science | guardian.co.uk","www.guardian.co.uk","co.uk","2013","html","en","2013-01-15 10:34:40","http://web.archive.org/web/20130115103440/http://www.guardian.co.uk/science/video/2012/jun/01/heart-transplant-teenagers-story","20130115103440","http://www.guardian.co.uk/science/video/2012/jun/01/heart-transplant-teenagers-story" 
"UK news: Rail transport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 11:43:37","http://web.archive.org/web/20130115114337/http://www.guardian.co.uk/uk/rail-transport/rss","20130115114337","http://www.guardian.co.uk/uk/rail-transport/rss" 
"Travel: Rail travel | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 11:43:51","http://web.archive.org/web/20130115114351/http://www.guardian.co.uk/travel/railtravel/rss","20130115114351","http://www.guardian.co.uk/travel/railtravel/rss" 
"UK news: Rail transport | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 13:54:09","http://web.archive.org/web/20130115135409/http://www.guardian.co.uk/uk/rail-transport/rss","20130115135409","http://www.guardian.co.uk/uk/rail-transport/rss" 
"Education: GCSEs | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 14:43:15","http://web.archive.org/web/20130115144315/http://www.guardian.co.uk/education/gcses/rss","20130115144315","http://www.guardian.co.uk/education/gcses/rss" 
"Art and design: Zaha Hadid | guardian.co.uk","www.guardian.co.uk","co.uk","2013","other","en","2013-01-15 15:10:58","http://web.archive.org/web/20130115151058/http://www.guardian.co.uk/artanddesign/zaha-hadid/rss","20130115151058","http://www.guardian.co.uk/artanddesign/zaha-hadid/rss" 
