htid	access	rights	ht_bib_key	description	source	source_bib_num	oclc_num	isbn	issn	lccn	title	imprint	rights_reason_code	rights_timestamp	us_gov_doc_flag	rights_date_used	pub_place	lang	bib_fmt	collection_code	content_provider_code	responsible_entity_code	digitization_agent_code	access_profile_code	author	catalog_url	handle_url
uc1.$b702440	0	ic	6774284		UC	b130443967	6094516			a  38000125,a38000125	Atahullpa.	Imprenta Mundial, 1934.	bib	2010-12-10 20:32:58	0	1934	mx 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Carrión, Benjamín.	https://catalog.hathitrust.org/Record/6774284	https://hdl.handle.net/2027/uc1.$b702440
uc1.$b730126	0	ic	8296726		UC	b143419821	1489519			35013601	Novelas del páramo y de la cordillera; prólogo de Isaac J. Barrera.	Imprenta "Ecuador", 1934.	bib	2010-12-11 19:31:42	0	1934	xx 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Núñez, Sergio, 1886-1982.	https://catalog.hathitrust.org/Record/8296726	https://hdl.handle.net/2027/uc1.$b730126
uc1.$b774483	0	ic	6609485		UC	GLAD267109-B,b12087135x	9418816			37010078	Para matar el gusano (novela escrita en 1915)	Tip. L. I. Fernández, 1935.	bib	2010-12-13 20:35:07	0	1935	ec 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Bustamante, José Rafael.	https://catalog.hathitrust.org/Record/6609485	https://hdl.handle.net/2027/uc1.$b774483
uc1.$b774532	0	ic	8003852		UC	b130578435	5104177			45045542	Sumag Allpa... [por] G. Humberto Mata.	S. Am. [Biblioteca Cenit] 1940.	bib	2010-12-13 19:31:38	0	1940	ec 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Mata, Gonzalo Humberto, 1904-	https://catalog.hathitrust.org/Record/8003852	https://hdl.handle.net/2027/uc1.$b774532
uc1.$b774567	0	ic	9958748		UC	b170030313	1297938				Cholos : novela. --	Editorial Timón, 1946.	bib	2011-06-11 20:31:34	0	1946	ag 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Icaza, Jorge, 1906-1978.	https://catalog.hathitrust.org/Record/9958748	https://hdl.handle.net/2027/uc1.$b774567
uc1.b3159834	0	ic	101383658		UC	b164283195	3668775			44024042	La novela interrumpida.	Editorial Quito, 1942.	bib	2021-03-05 03:27:23	0	1942	ec 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Salvador, Humberto, 1906-	https://catalog.hathitrust.org/Record/101383658	https://hdl.handle.net/2027/uc1.b3159834
uc1.b3160392	0	und	10034693		UC	b16428459x					Huasipungo	Imprenta Nacional, 1934	bib	2011-07-24 21:30:30	0	9999	   	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Icaza, Jorge.	https://catalog.hathitrust.org/Record/10034693	https://hdl.handle.net/2027/uc1.b3160392
uc1.b4052630	0	ic	1051326		UC	GLAD134309639-B	218345849,3655046			39015083	El embrujo de Haití, novela.	Carasa y cía., s. en c., 1937.	bib	2010-10-28 19:31:08	0	1937	cu 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Gallegos, Gerardo.	https://catalog.hathitrust.org/Record/1051326	https://hdl.handle.net/2027/uc1.b4052630
uc1.b4053214	0	ic	6138290		UC	GLAD134316892-B	218475526,3642540			36016606,36016606//r90	El muelle, novela ...	Editorial Bolívar [1933]	bib	2010-10-28 20:33:26	0	1933	ec 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Pareja y Díez Canseco, Alfredo, 1908-	https://catalog.hathitrust.org/Record/6138290	https://hdl.handle.net/2027/uc1.b4053214
uc1.b4361020	0	ic	6225702		UC	GLAD50915904-B	5810757				Lorenzo Cilda / Víctor Manuel Rendón.	Casa de la Cultura Ecuatoriana, Núcleo del Guayas, 1979.	bib	2010-09-15 20:31:15	0	1979	ec 	spa	BK	NRLF	universityofcalifornia	universityofcalifornia	google	google	Rendón, Víctor M. 1859-1940.	https://catalog.hathitrust.org/Record/6225702	https://hdl.handle.net/2027/uc1.b4361020
wu.89004250155	0	ic	8549583		WU	592557	8488710				El último Pérez / Joaquín Mena.	"Fr. Jodoco Ricke", 1949.	bib	2010-10-08 20:31:04	0	1949	ec 	spa	BK	WU	wisc	wisc	google	google	Mena Soto, Joaquín.	https://catalog.hathitrust.org/Record/8549583	https://hdl.handle.net/2027/wu.89004250155
wu.89013376231	1	pdus	8549559		WU	1130607	14938950				Ocho cartas halladas / Eudófilo Alvarez.	Tip. de la Escuela de Artes y Oficios, 1906.	bib	2010-10-08 20:33:53	0	1906	ec 	spa	BK	WU	wisc	wisc	google	google	Alvarez, Eudófilo, 1876-1917.	https://catalog.hathitrust.org/Record/8549559	https://hdl.handle.net/2027/wu.89013376231
wu.89017134552	0	ic	8549580		WU	2559099	9239146			43007321	Purficatión.	[Talleres gráficos del Ministerio de educación] 1942.	bib	2010-10-08 20:31:09	0	1942	ec 	spa	BK	WU	wisc	wisc	google	google	Martínez de Tinajero, Blanca.	https://catalog.hathitrust.org/Record/8549580	https://hdl.handle.net/2027/wu.89017134552
wu.89042400374	0	ic	8549506		WU	2559243	18929089				La emancipada / Miguel Riofrío.	Consejo Provincial de Loja, 1974.	bib	2010-10-08 20:31:10	0	1974	ec 	spa	BK	WU	wisc	wisc	google	google	Riofrío, Miguel, 1822-1879.	https://catalog.hathitrust.org/Record/8549506	https://hdl.handle.net/2027/wu.89042400374
wu.89079260220	0	ic	8549589		WU	5600305	9271305				Nueva Casta, novela.	Editorial "El Mercurio," 1946.	bib	2010-10-08 20:31:15	0	1946	ec 	spa	BK	WU	wisc	wisc	google	google	Moscoso Vega, Luis A.	https://catalog.hathitrust.org/Record/8549589	https://hdl.handle.net/2027/wu.89079260220
wu.89104788336	0	ic	8549562		WU	2558881	9418826			38029903	El tálamo de la tumba; novelita moral, por el r. p. fr. Alfonso M. Cadena ...	Editorial Gutenberg, 1937.	bib	2010-10-08 20:32:49	0	1937	ec 	spa	BK	WU	wisc	wisc	google	google	Cadena, Alfonso M.	https://catalog.hathitrust.org/Record/8549562	https://hdl.handle.net/2027/wu.89104788336
